Year,Deaths
1960,64188
1961,62798
1962,70051
1963,66310
1964,64633
1965,67001
1966,68619
1967,75301
1968,73202
1969,81103
1970,78240
1971,84143
1972,85828
1973,83584
1974,87412
1975,92583
1976,91182
1977,97646
1978,96092
1979,98498
1980,102637
1981,100577
1982,106217
1983,108661
1984,107927
1985,114658
1986,110958
1987,115222
1988,115290
1989,115087
1990,117953
1991,120713
1992,118597
1993,120170
1994,122734
1995,126008
1996,128898
1997,133841
1998,129378
1999,121975
2000,125462
2001,121751
2002,121957
2003,120653
2004,118212
2005,121129
2006,120687
2007,120112
2008,117122
2009,114399
2010,116301
2011,114213
2012,115250
2013,109918
2014,114907
2015,116272
2016,113430
2017,115964
2018,115908
2019,114802
2020,131998
2021,153894
1950,119151
1951,119294
1952,120528
1953,121464
1954,122537
1955,123553
1956,125053
1957,126245
1958,127519
1959,128497
1960,129968
1961,130954
1962,131647
1963,132860
1964,134287
1965,134966
1966,136682
1967,137650
1968,139353
1969,140493
1970,141272
1971,142290
1972,142414
1973,142598
1974,141417
1975,139756
1976,138270
1977,137320
1978,136636
1979,136456
1980,137156
1981,139204
1982,139157
1983,140268
1984,141229
1985,143353
1986,146422
1987,149313
1988,151860
1989,154599
1990,156261
1991,159525
1992,162793
1993,167354
1994,170107
1995,172744
1996,175232
1997,180121
1998,179610
1999,181350
2000,181983
2001,184572
2002,187346
2003,188030
2004,187844
2005,187297
2006,187135
2007,186652
2008,183007
2009,181959
2010,181652
2011,180155
2012,179964
2013,182012
2014,181081
2015,180442
2016,179548
2017,180836
2018,179776
2019,183463
2020,189721
2021,198073
1950,53310
1951,55161
1952,56169
1953,56811
1954,57299
1955,57660
1956,58140
1957,58451
1958,58833
1959,59253
1960,59650
1961,60133
1962,61391
1963,61951
1964,62601
1965,69478
1966,67440
1967,69853
1968,71542
1969,74646
1970,75757
1971,77798
1972,145229
1973,93108
1974,78781
1975,81127
1976,82434
1977,83248
1978,84759
1979,84876
1980,84020
1981,86347
1982,85031
1983,84617
1984,84388
1985,85553
1986,87557
1987,90816
1988,108887
1989,100578
1990,104952
1991,108890
1992,111757
1993,146898
1994,100754
1995,112612
1996,112407
1997,105129
1998,100355
1999,98974
2000,100682
2001,98975
2002,96574
2003,95720
2004,94924
2005,94817
2006,94653
2007,94218
2008,93266
2009,94152
2010,96173
2011,95562
2012,94187
2013,93178
2014,92373
2015,92775
2016,89609
2017,86959
2018,87635
2019,87264
2020,92462
2021,93864
1950,106934
1951,108250
1952,109784
1953,111554
1954,112279
1955,114125
1956,115482
1957,116334
1958,116889
1959,117181
1960,116133
1961,115815
1962,115121
1963,114123
1964,114000
1965,114519
1966,114127
1967,115413
1968,116231
1969,116193
1970,153686
1971,150362
1972,147593
1973,149903
1974,149920
1975,578219
1976,548079
1977,192226
1978,135949
1979,114392
1980,103759
1981,105757
1982,108920
1983,110711
1984,112519
1985,112544
1986,113870
1987,109328
1988,109018
1989,108730
1990,108792
1991,110651
1992,112591
1993,117009
1994,120972
1995,120830
1996,121241
1997,119654
1998,118359
1999,116012
2000,112381
2001,106953
2002,102382
2003,97735
2004,94696
2005,93326
2006,91812
2007,90979
2008,89608
2009,86878
2010,88051
2011,86796
2012,86835
2013,87393
2014,87698
2015,89724
2016,90402
2017,91541
2018,94278
2019,96545
2020,102187
2021,113507
1950,121121
1951,122464
1952,123065
1953,123465
1954,121585
1955,120134
1956,118659
1957,121571
1958,120870
1959,120653
1960,146603
1961,146427
1962,118221
1963,119697
1964,121117
1965,121704
1966,122289
1967,121993
1968,121356
1969,120504
1970,120047
1971,120069
1972,120160
1973,121329
1974,123377
1975,126013
1976,128804
1977,131658
1978,133681
1979,135920
1980,137125
1981,139386
1982,140553
1983,138302
1984,138189
1985,137688
1986,140301
1987,139960
1988,142197
1989,145476
1990,149707
1991,155036
1992,160204
1993,166860
1994,174355
1995,180312
1996,186851
1997,191292
1998,196557
1999,200273
2000,202799
2001,205248
2002,207576
2003,208820
2004,211376
2005,214559
2006,215068
2007,217052
2008,217588
2009,218407
2010,218583
2011,217683
2012,215330
2013,212776
2014,212489
2015,211090
2016,210701
2017,209846
2018,210169
2019,210457
2020,223080
2021,233498
1950,123412
1951,125281
1952,126299
1953,128102
1954,125273
1955,128954
1956,132395
1957,136669
1958,134907
1959,139525
1960,139237
1961,140552
1962,143140
1963,146829
1964,145180
1965,147990
1966,148971
1967,149670
1968,152538
1969,154203
1970,155330
1971,156901
1972,162139
1973,163732
1974,166958
1975,167000
1976,167609
1977,167553
1978,168074
1979,168261
1980,171194
1981,170909
1982,174414
1983,174422
1984,175715
1985,181307
1986,184199
1987,184704
1988,189986
1989,190828
1990,191913
1991,195574
1992,196290
1993,204747
1994,206927
1995,210676
1996,212779
1997,215673
1998,218050
1999,219479
2000,217626
2001,219307
2002,223378
2003,226028
2004,226334
2005,229879
2006,228001
2007,235302
2008,238506
2009,238243
2010,239723
2011,243285
2012,246225
2013,252039
2014,258649
2015,264204
2016,266688
2017,276434
2018,283619
2019,284005
2020,304741
2021,297242
1950,3546
1951,3525
1952,3524
1953,3546
1954,3522
1955,3527
1956,3558
1957,3622
1958,3683
1959,3765
1960,3894
1961,3833
1962,3833
1963,3840
1964,3858
1965,3878
1966,3887
1967,3930
1968,3962
1969,3981
1970,3996
1971,4019
1972,4003
1973,3927
1974,3825
1975,3687
1976,3596
1977,3472
1978,3380
1979,3314
1980,3280
1981,3306
1982,3353
1983,3404
1984,3456
1985,3402
1986,3335
1987,3249
1988,3161
1989,3120
1990,3046
1991,3043
1992,3053
1993,3095
1994,3140
1995,3368
1996,3097
1997,3005
1998,2919
1999,2846
2000,2686
2001,2546
2002,2513
2003,2502
2004,2529
2005,2549
2006,2805
2007,2856
2008,3150
2009,3211
2010,3347
2011,3138
2012,3104
2013,2958
2014,2954
2015,3149
2016,2907
2017,2753
2018,3016
2019,2982
2020,3320
2021,3548
1950,108
1951,99
1952,120
1953,129
1954,129
1955,140
1956,137
1957,134
1958,131
1959,128
1960,125
1961,122
1962,119
1963,116
1964,112
1965,109
1966,109
1967,109
1968,110
1969,111
1970,117
1971,117
1972,124
1973,123
1974,123
1975,125
1976,123
1977,123
1978,123
1979,125
1980,128
1981,129
1982,130
1983,133
1984,137
1985,139
1986,145
1987,152
1988,159
1989,168
1990,175
1991,180
1992,185
1993,190
1994,196
1995,202
1996,209
1997,217
1998,224
1999,234
2000,242
2001,246
2002,247
2003,248
2004,251
2005,251
2006,253
2007,258
2008,265
2009,276
2010,279
2011,306
2012,318
2013,330
2014,343
2015,356
2016,368
2017,382
2018,396
2019,411
2020,429
2021,448
1950,42437
1951,42886
1952,42925
1953,42910
1954,42868
1955,42836
1956,42807
1957,42806
1958,42796
1959,42800
1960,42681
1961,42589
1962,42511
1963,42449
1964,42386
1965,42335
1966,42315
1967,42276
1968,42256
1969,42160
1970,42015
1971,41811
1972,41528
1973,41253
1974,41008
1975,40821
1976,40782
1977,40626
1978,40559
1979,40560
1980,40640
1981,40726
1982,40955
1983,41166
1984,41443
1985,41717
1986,42052
1987,42474
1988,42957
1989,43783
1990,45189
1991,46726
1992,48415
1993,50197
1994,52212
1995,54438
1996,56477
1997,58752
1998,60651
1999,62680
2000,65070
2001,66595
2002,67439
2003,68176
2004,68695
2005,69011
2006,69399
2007,68928
2008,68644
2009,68272
2010,68061
2011,67308
2012,65792
2013,65068
2014,66048
2015,58936
2016,57751
2017,58038
2018,57525
2019,56856
2020,59147
2021,62683
1950,69861
1951,72023
1952,73361
1953,74072
1954,75067
1955,76018
1956,76784
1957,77601
1958,78221
1959,78900
1960,79779
1961,80451
1962,81300
1963,82051
1964,82764
1965,84850
1966,86004
1967,86549
1968,86861
1969,87515
1970,88368
1971,91625
1972,90370
1973,91931
1974,94063
1975,95742
1976,96688
1977,97561
1978,98148
1979,98558
1980,99783
1981,96633
1982,96530
1983,102414
1984,105025
1985,103251
1986,104120
1987,115599
1988,110386
1989,113887
1990,121479
1991,119914
1992,125134
1993,128634
1994,128789
1995,130801
1996,136205
1997,139264
1998,143005
1999,145977
2000,149459
2001,151095
2002,153994
2003,156560
2004,162377
2005,168246
2006,173025
2007,174929
2008,177397
2009,181204
2010,183391
2011,185281
2012,186634
2013,189629
2014,191964
2015,193993
2016,193831
2017,196697
2018,197478
2019,199589
2020,207827
2021,214803
1950,101362
1951,95157
1952,91792
1953,90154
1954,89000
1955,90942
1956,88694
1957,92210
1958,87523
1959,92781
1960,89653
1961,89514
1962,89913
1963,95233
1964,89242
1965,87919
1966,88558
1967,85305
1968,82921
1969,83975
1970,82292
1971,82987
1972,86623
1973,80152
1974,77339
1975,72516
1976,77450
1977,71365
1978,70517
1979,72691
1980,71346
1981,67858
1982,68224
1983,72490
1984,72293
1985,70728
1986,69399
1987,67774
1988,70562
1989,72745
1990,75067
1991,72057
1992,71668
1993,74405
1994,74125
1995,77134
1996,77989
1997,76065
1998,78825
1999,79588
2000,76110
2001,80035
2002,79000
2003,83178
2004,84744
2005,85697
2006,87375
2007,94861
2008,92540
2009,94401
2010,101306
2011,99613
2012,105229
2013,105599
2014,108090
2015,109199
2016,110030
2017,112090
2018,117566
2019,120100
2020,139021
2021,144326
1950,12627719
1951,12408511
1952,12425953
1953,12252150
1954,12145227
1955,12179970
1956,11953128
1957,11973494
1958,11733170
1959,16174979
1960,19613436
1961,14552912
1962,10425564
1963,11057695
1964,10941324
1965,10739325
1966,10524760
1967,10225770
1968,10235278
1969,10137922
1970,9920086
1971,9562356
1972,9235162
1973,8872446
1974,8568626
1975,8241591
1976,7928454
1977,7680624
1978,7531302
1979,7463646
1980,7440841
1981,7424236
1982,7472065
1983,7390682
1984,7421925
1985,7502237
1986,7616939
1987,7728607
1988,7763426
1989,7864029
1990,8037908
1991,8009602
1992,7805605
1993,7703313
1994,7737539
1995,7668710
1996,7753652
1997,7752488
1998,7698746
1999,7843156
2000,7867292
2001,7683936
2002,7767733
2003,7857816
2004,7962096
2005,8063729
2006,8141903
2007,8312644
2008,8545568
2009,8590937
2010,8737983
2011,8858733
2012,9000753
2013,9149449
2014,9303400
2015,9449728
2016,9623416
2017,9981184
2018,9886851
2019,10063245
2020,10346232
2021,10617528
1950,205952
1951,205240
1952,202559
1953,199936
1954,198066
1955,196985
1956,196894
1957,190300
1958,191205
1959,187724
1960,186589
1961,186049
1962,185533
1963,184487
1964,184027
1965,183487
1966,182973
1967,182646
1968,181890
1969,180816
1970,179623
1971,177215
1972,174530
1973,172407
1974,169838
1975,167106
1976,165226
1977,163447
1978,162372
1979,162475
1980,161752
1981,162670
1982,163482
1983,165467
1984,167428
1985,191701
1986,173581
1987,178536
1988,182343
1989,186089
1990,190271
1991,193733
1992,196248
1993,197750
1994,199584
1995,200808
1996,202850
1997,204267
1998,206553
1999,209686
2000,209911
2001,213177
2002,212844
2003,212707
2004,213860
2005,214241
2006,214631
2007,216353
2008,216895
2009,217753
2010,220750
2011,224162
2012,228230
2013,233264
2014,238498
2015,243633
2016,248057
2017,252689
2018,260364
2019,270504
2020,335656
2021,397649
1950,4250
1951,4901
1952,4468
1953,4562
1954,4645
1955,4706
1956,4759
1957,4786
1958,4827
1959,4863
1960,4897
1961,4912
1962,4926
1963,4955
1964,4983
1965,4988
1966,4998
1967,4982
1968,4961
1969,4954
1970,4953
1971,4958
1972,4970
1973,5014
1974,5062
1975,5387
1976,5193
1977,5267
1978,5325
1979,5396
1980,5461
1981,5509
1982,5519
1983,5569
1984,5545
1985,5544
1986,5536
1987,5569
1988,5540
1989,5571
1990,5529
1991,5540
1992,5512
1993,5454
1994,5419
1995,5415
1996,5417
1997,5479
1998,5570
1999,5555
2000,5656
2001,5649
2002,5779
2003,5815
2004,5833
2005,5939
2006,5999
2007,6071
2008,6105
2009,6150
2010,6216
2011,6252
2012,6291
2013,6303
2014,6343
2015,6348
2016,6360
2017,6354
2018,6405
2019,6500
2020,6678
2021,7171
1950,19715
1951,19780
1952,19736
1953,19627
1954,19577
1955,19452
1956,19258
1957,19086
1958,18921
1959,18773
1960,18597
1961,18519
1962,18388
1963,18404
1964,18457
1965,18571
1966,18642
1967,18893
1968,18926
1969,19067
1970,19242
1971,19451
1972,19734
1973,19969
1974,20185
1975,20471
1976,20623
1977,20804
1978,20907
1979,20996
1980,21039
1981,21122
1982,21233
1983,21297
1984,21317
1985,21846
1986,22380
1987,23082
1988,24110
1989,25265
1990,26594
1991,28100
1992,29605
1993,31089
1994,32625
1995,33677
1996,34889
1997,46755
1998,40601
1999,38440
2000,37765
2001,38549
2002,38285
2003,37438
2004,36783
2005,35929
2006,35839
2007,35713
2008,35546
2009,35315
2010,36018
2011,36393
2012,36651
2013,36459
2014,36465
2015,36512
2016,36461
2017,36825
2018,37015
2019,41179
2020,39496
2021,41238
1950,371
1951,355
1952,339
1953,323
1954,307
1955,292
1956,278
1957,265
1958,254
1959,242
1960,231
1961,220
1962,211
1963,200
1964,190
1965,180
1966,171
1967,163
1968,155
1969,148
1970,141
1971,135
1972,129
1973,125
1974,122
1975,123
1976,124
1977,123
1978,125
1979,125
1980,124
1981,122
1982,121
1983,119
1984,118
1985,117
1986,116
1987,121
1988,118
1989,121
1990,132
1991,127
1992,129
1993,129
1994,128
1995,127
1996,125
1997,141
1998,120
1999,116
2000,112
2001,108
2002,104
2003,104
2004,105
2005,105
2006,105
2007,106
2008,108
2009,111
2010,115
2011,120
2012,126
2013,128
2014,130
2015,133
2016,135
2017,137
2018,138
2019,140
2020,142
2021,144
1950,13023
1951,13083
1952,13021
1953,13102
1954,12931
1955,13151
1956,13316
1957,13496
1958,13637
1959,13906
1960,13770
1961,13853
1962,14053
1963,14021
1964,13978
1965,13817
1966,13547
1967,13349
1968,13124
1969,12907
1970,12877
1971,12434
1972,12380
1973,11777
1974,11738
1975,11402
1976,11124
1977,10786
1978,10483
1979,10748
1980,10768
1981,10464
1982,10211
1983,10296
1984,10712
1985,11121
1986,11200
1987,11406
1988,11490
1989,11770
1990,11854
1991,12364
1992,12812
1993,13230
1994,13788
1995,14461
1996,14659
1997,14864
1998,15684
1999,15917
2000,15868
2001,16551
2002,16464
2003,16967
2004,17196
2005,17584
2006,18270
2007,19100
2008,19893
2009,20216
2010,21026
2011,20485
2012,21498
2013,22127
2014,24497
2015,24629
2016,24642
2017,25856
2018,26579
2019,27786
2020,28817
2021,37055
1950,89305
1951,91137
1952,92242
1953,93226
1954,94190
1955,95098
1956,95664
1957,96531
1958,97272
1959,98143
1960,99406
1961,100890
1962,102402
1963,104326
1964,105929
1965,107735
1966,109262
1967,110913
1968,112516
1969,114009
1970,115345
1971,116952
1972,118446
1973,119781
1974,120585
1975,121681
1976,122252
1977,123238
1978,124475
1979,125555
1980,127077
1981,128712
1982,131253
1983,133325
1984,136943
1985,139117
1986,141839
1987,144747
1988,149359
1989,156678
1990,164950
1991,173127
1992,180689
1993,188292
1994,195689
1995,203341
1996,210694
1997,218226
1998,227906
1999,235175
2000,240582
2001,244566
2002,247048
2003,250632
2004,250454
2005,249624
2006,248140
2007,245846
2008,242786
2009,239198
2010,237064
2011,236490
2012,232251
2013,228701
2014,226564
2015,225318
2016,227113
2017,227995
2018,228525
2019,228296
2020,236477
2021,247449
1950,56936
1951,55510
1952,52572
1953,50064
1954,48861
1955,48127
1956,47446
1957,46036
1958,44477
1959,43722
1960,42811
1961,41775
1962,41927
1963,41840
1964,41638
1965,41124
1966,41398
1967,41898
1968,42729
1969,42987
1970,43630
1971,43826
1972,44016
1973,43949
1974,44182
1975,44365
1976,44975
1977,46008
1978,47216
1979,48463
1980,51989
1981,54189
1982,57308
1983,61108
1984,55910
1985,54167
1986,53306
1987,54180
1988,53583
1989,54296
1990,54170
1991,59288
1992,52816
1993,51958
1994,50997
1995,53878
1996,52964
1997,53925
1998,54445
1999,54067
2000,52570
2001,52368
2002,53158
2003,55017
2004,51858
2005,53686
2006,52250
2007,54240
2008,53919
2009,54280
2010,53905
2011,52934
2012,53843
2013,52547
2014,53039
2015,56685
2016,53955
2017,56089
2018,55495
2019,54451
2020,59705
2021,62262
1950,62062
1951,62659
1952,62463
1953,62161
1954,61818
1955,61644
1956,61942
1957,62050
1958,62252
1959,62467
1960,62845
1961,63556
1962,63672
1963,65826
1964,63943
1965,63740
1966,63503
1967,63233
1968,62901
1969,62407
1970,61675
1971,60659
1972,60097
1973,59239
1974,58393
1975,57760
1976,57566
1977,57889
1978,58631
1979,60073
1980,61528
1981,63455
1982,63462
1983,63775
1984,64419
1985,65321
1986,66428
1987,67782
1988,69272
1989,70922
1990,72753
1991,74625
1992,76454
1993,78062
1994,79174
1995,80081
1996,80263
1997,80209
1998,79989
1999,80043
2000,80523
2001,81581
2002,83136
2003,84808
2004,86402
2005,87791
2006,89018
2007,90186
2008,91396
2009,92560
2010,93794
2011,95281
2012,96990
2013,98243
2014,100151
2015,102842
2016,106068
2017,109141
2018,111265
2019,111637
2020,115622
2021,164950
1950,1121
1951,1144
1952,1128
1953,1112
1954,1101
1955,1101
1956,1089
1957,1080
1958,1072
1959,1075
1960,1067
1961,1060
1962,1053
1963,1046
1964,1046
1965,1043
1966,1036
1967,1030
1968,1030
1969,1023
1970,1012
1971,1010
1972,999
1973,986
1974,980
1975,990
1976,983
1977,993
1978,992
1979,991
1980,1000
1981,1010
1982,1020
1983,1029
1984,1042
1985,1040
1986,1048
1987,1048
1988,1058
1989,1078
1990,1075
1991,1083
1992,1093
1993,1101
1994,1106
1995,1118
1996,1124
1997,1133
1998,1137
1999,1146
2000,1154
2001,1165
2002,1179
2003,1195
2004,1221
2005,1244
2006,1278
2007,1306
2008,1341
2009,1378
2010,1371
2011,1377
2012,1408
2013,1404
2014,1458
2015,1480
2016,1540
2017,1571
2018,1625
2019,1721
2020,1764
2021,1940
1950,6743
1951,6591
1952,6372
1953,6259
1954,6148
1955,6112
1956,6067
1957,6035
1958,6000
1959,5989
1960,5853
1961,5849
1962,5681
1963,6654
1964,6585
1965,5497
1966,5507
1967,5547
1968,5638
1969,5796
1970,5870
1971,5989
1972,6088
1973,6208
1974,11160
1975,6109
1976,5958
1977,5971
1978,5904
1979,6003
1980,6135
1981,6280
1982,6453
1983,6439
1984,6620
1985,6547
1986,6729
1987,6628
1988,6785
1989,6764
1990,6957
1991,7087
1992,7053
1993,6981
1994,7065
1995,6918
1996,6822
1997,6795
1998,6780
1999,6947
2000,7026
2001,7013
2002,6937
2003,6907
2004,7000
2005,7099
2006,7131
2007,7043
2008,7169
2009,7121
2010,7205
2011,7257
2012,7432
2013,7452
2014,7421
2015,7534
2016,7726
2017,7782
2018,8042
2019,8301
2020,8566
2021,9021
1950,103297
1951,102603
1952,97567
1953,98807
1954,99681
1955,93280
1956,93517
1957,98652
1958,93573
1959,97188
1960,93804
1961,95082
1962,104412
1963,100282
1964,101985
1965,104968
1966,105724
1967,109019
1968,115178
1969,120695
1970,123547
1971,122478
1972,119367
1973,124549
1974,126820
1975,124394
1976,125320
1977,126230
1978,127138
1979,127887
1980,135471
1981,130301
1982,130754
1983,134466
1984,132138
1985,131545
1986,132563
1987,127210
1988,125634
1989,127671
1990,129149
1991,124304
1992,120340
1993,118129
1994,117255
1995,117713
1996,112746
1997,112725
1998,109428
1999,109749
2000,108910
2001,107687
2002,108079
2003,111214
2004,107056
2005,107837
2006,104346
2007,104543
2008,104766
2009,107264
2010,106641
2011,106732
2012,108020
2013,109068
2014,105526
2015,111161
2016,107905
2017,111403
2018,112614
2019,111682
2020,124567
2021,134058
1950,326449
1951,328066
1952,327337
1953,328919
1954,330110
1955,332759
1956,335570
1957,338131
1958,343002
1959,348446
1960,353656
1961,370195
1962,378394
1963,384923
1964,402554
1965,404169
1966,396880
1967,404603
1968,410664
1969,418131
1970,424737
1971,430500
1972,436830
1973,444803
1974,450519
1975,460252
1976,467972
1977,476471
1978,490783
1979,495943
1980,507451
1981,516629
1982,526256
1983,535394
1984,545060
1985,559446
1986,570543
1987,579442
1988,587637
1989,596422
1990,604322
1991,616541
1992,628748
1993,638472
1994,653158
1995,681629
1996,730157
1997,706793
1998,728902
1999,738910
2000,712085
2001,720663
2002,733168
2003,738007
2004,738234
2005,742883
2006,745945
2007,755550
2008,764421
2009,770538
2010,773880
2011,775936
2012,793181
2013,797086
2014,802315
2015,817713
2016,820019
2017,831726
2018,834545
2019,844290
2020,885793
2021,930839
1950,39252
1951,37955
1952,39249
1953,39374
1954,39893
1955,38811
1956,39622
1957,41763
1958,41577
1959,42136
1960,43740
1961,43325
1962,45348
1963,45855
1964,46812
1965,47929
1966,49423
1967,47853
1968,47310
1969,47981
1970,48322
1971,48936
1972,50491
1973,50585
1974,51660
1975,50903
1976,54102
1977,50580
1978,52965
1979,54779
