Year,Births
1986,6847
1987,6997
1988,7162
1989,7298
1990,7432
1991,7475
1992,7410
1993,7221
1994,7021
1995,6828
1996,6649
1997,6503
1998,6405
1999,6347
2000,6326
2001,6323
2002,6313
2003,6304
2004,6286
2005,6271
2006,6281
2007,6333
2008,6443
2009,6595
2010,6780
2011,6967
2012,7052
2013,7086
2014,7063
2015,6977
2016,6842
2017,6692
2018,6540
2019,6392
2020,6259
2021,6147
1950,156085
1951,155645
1952,157071
1953,154719
1954,152365
1955,153833
1956,150919
1957,144381
1958,141489
1959,140029
1960,143100
1961,140813
1962,136149
1963,135550
1964,133684
1965,129951
1966,128906
1967,131105
1968,147646
1969,149167
1970,144202
1971,140079
1972,135778
1973,143421
1974,151917
1975,147677
1976,147453
1977,143868
1978,139313
1979,137265
1980,130382
1981,125943
1982,125032
1983,123507
1984,122280
1985,119423
1986,120405
1987,116973
1988,116778
1989,112750
1990,107027
1991,97204
1992,91329
1993,86407
1994,80444
1995,73255
1996,72059
1997,64571
1998,65359
1999,71185
2000,72366
2001,69104
2002,69264
2003,69866
2004,72834
2005,74296
2006,76960
2007,78577
2008,80839
2009,82999
2010,78455
2011,73724
2012,71197
2013,68625
2014,68919
2015,67378
2016,66073
2017,64734
2018,62826
2019,61637
2020,59781
2021,58112
1950,183764
1951,187633
1952,191535
1953,195338
1954,198679
1955,202341
1956,206006
1957,209593
1958,213694
1959,217955
1960,221899
1961,226287
1962,230584
1963,234916
1964,240019
1965,244764
1966,249491
1967,254391
1968,259700
1969,263432
1970,267575
1971,271766
1972,276315
1973,281944
1974,288093
1975,294941
1976,302151
1977,311873
1978,322796
1979,332534
1980,341118
1981,349984
1982,358290
1983,367429
1984,378775
1985,390337
1986,398473
1987,405847
1988,412031
1989,419486
1990,428577
1991,438219
1992,446758
1993,455425
1994,465913
1995,477607
1996,489709
1997,499616
1998,510176
1999,523063
2000,536982
2001,548789
2002,561418
2003,579168
2004,594532
2005,613548
2006,635544
2007,652343
2008,668001
2009,682185
2010,697421
2011,711565
2012,725124
2013,736440
2014,744796
2015,750846
2016,751461
2017,752036
2018,761074
2019,769252
2020,776842
2021,785817
1950,116224
1951,117067
1952,117770
1953,119013
1954,119972
1955,121130
1956,122196
1957,123309
1958,124674
1959,126251
1960,128076
1961,129947
1962,134716
1963,136984
1964,139623
1965,146597
1966,149508
1967,154570
1968,158374
1969,163124
1970,165756
1971,170196
1972,173326
1973,165350
1974,170791
1975,178144
1976,182302
1977,187441
1978,194391
1979,203224
1980,207270
1981,228274
1982,228720
1983,235023
1984,236869
1985,240827
1986,242155
1987,245396
1988,250215
1989,253144
1990,256200
1991,259010
1992,261676
1993,271529
1994,208200
1995,266254
1996,265063
1997,249706
1998,249258
1999,260402
2000,268825
2001,277120
2002,291756
2003,304505
2004,321627
2005,339874
2006,354990
2007,369271
2008,383774
2009,402474
2010,426118
2011,431538
2012,434602
2013,440647
2014,444733
2015,448194
2016,432480
2017,426555
2018,424108
2019,431143
2020,435303
2021,437599
1950,208816
1951,213121
1952,218383
1953,224014
1954,229677
1955,235813
1956,241412
1957,246508
1958,244973
1959,243721
1960,242222
1961,242323
1962,242490
1963,242071
1964,247824
1965,251786
1966,255165
1967,258278
1968,261246
1969,263406
1970,277149
1971,275732
1972,283165
1973,269307
1974,239909
1975,210221
1976,174967
1977,139772
1978,170607
1979,227335
1980,301349
1981,310984
1982,332903
1983,349843
1984,366929
1985,373555
1986,379705
1987,387429
1988,392970
1989,389626
1990,397774
1991,404357
1992,406218
1993,414031
1994,410747
1995,395196
1996,377073
1997,361791
1998,343343
1999,341083
2000,334039
2001,332245
2002,332112
2003,330996
2004,331909
2005,333855
2006,335562
2007,341590
2008,341495
2009,341521
2010,340475
2011,341089
2012,344997
2013,346065
2014,346996
2015,345053
2016,342034
2017,338417
2018,333912
2019,329219
2020,325659
2021,320934
1950,186657
1951,189243
1952,191543
1953,194164
1954,197262
1955,200784
1956,204774
1957,209476
1958,214462
1959,220015
1960,226139
1961,232387
1962,239226
1963,246038
1964,252197
1965,258437
1966,264699
1967,270868
1968,277077
1969,283369
1970,290955
1971,299115
1972,306277
1973,314611
1974,322976
1975,332482
1976,343789
1977,354886
1978,365278
1979,377909
1980,389691
1981,406706
1982,421231
1983,422351
1984,430829
1985,443521
1986,458649
1987,471481
1988,481849
1989,492380
1990,504794
1991,517034
1992,528204
1993,538494
1994,548519
1995,556403
1996,563519
1997,572921
1998,588050
1999,607379
2000,619552
2001,632231
2002,652126
2003,674200
2004,694186
2005,710508
2006,727750
2007,744779
2008,761824
2009,779486
2010,794590
2011,805374
2012,815462
2013,827404
2014,841623
2015,869475
2016,895033
2017,913262
2018,920977
2019,932283
2020,940891
2021,950546
1950,367660
1951,377649
1952,398208
1953,412996
1954,430069
1955,435916
1956,443936
1957,459221
1958,462548
1959,472788
1960,471518
1961,468209
1962,462411
1963,457752
1964,445029
1965,410549
1966,379695
1967,364383
1968,358088
1969,363540
1970,365619
1971,362297
1972,351226
1973,347508
1974,349602
1975,358333
1976,363918
1977,369766
1978,368664
1979,376567
1980,380432
1981,379565
1982,383315
1983,385472
1984,388978
1985,387516
1986,388111
1987,386334
1988,395230
1989,413431
1990,426572
1991,405376
1992,399237
1993,389700
1994,385628
1995,378109
1996,366212
1997,349346
1998,341995
1999,335603
2000,323415
2001,326442
2002,325123
2003,329926
2004,331158
2005,335560
2006,347036
2007,364149
2008,373044
2009,375611
2010,372740
2011,373952
2012,378113
2013,375999
2014,378406
2015,371094
2016,369376
2017,373611
2018,369002
2019,363393
2020,370506
2021,373728
1950,8447
1951,8505
1952,8572
1953,8628
1954,8665
1955,8687
1956,8914
1957,9163
1958,9412
1959,9653
1960,9875
1961,9950
1962,10157
1963,10331
1964,10516
1965,10704
1966,10906
1967,11130
1968,11381
1969,11674
1970,12000
1971,12411
1972,12640
1973,12760
1974,12894
1975,13027
1976,13125
1977,13195
1978,13240
1979,13301
1980,13406
1981,13632
1982,13713
1983,13824
1984,13909
1985,13977
1986,14075
1987,14141
1988,14172
1989,14115
1990,14078
1991,14112
1992,14172
1993,14219
1994,14136
1995,14007
1996,13836
1997,13684
1998,13537
1999,13423
2000,13339
2001,13138
2002,12947
2003,12732
2004,12529
2005,12375
2006,12217
2007,12026
2008,11921
2009,11785
2010,11263
2011,11483
2012,10813
2013,10624
2014,10686
2015,10605
2016,10786
2017,10750
2018,10188
2019,10088
2020,10008
2021,9976
1950,247
1951,244
1952,261
1953,274
1954,276
1955,282
1956,279
1957,278
1958,274
1959,285
1960,288
1961,293
1962,296
1963,292
1964,277
1965,244
1966,271
1967,271
1968,277
1969,250
1970,337
1971,272
1972,413
1973,334
1974,281
1975,333
1976,300
1977,280
1978,295
1979,308
1980,358
1981,387
1982,385
1983,456
1984,483
1985,416
1986,432
1987,444
1988,455
1989,462
1990,469
1991,492
1992,519
1993,531
1994,541
1995,494
1996,584
1997,586
1998,550
1999,600
2000,608
2001,612
2002,578
2003,582
2004,646
2005,713
2006,717
2007,750
2008,812
2009,834
2010,846
2011,810
2012,776
2013,710
2014,709
2015,623
2016,631
2017,597
2018,625
2019,663
2020,799
2021,679
1950,62584
1951,63435
1952,64309
1953,65089
1954,65954
1955,66910
1956,67847
1957,68904
1958,69843
1959,70915
1960,72116
1961,73457
1962,74956
1963,76456
1964,78363
1965,80349
1966,82690
1967,84940
1968,87430
1969,89118
1970,90499
1971,92013
1972,93007
1973,93802
1974,94907
1975,95910
1976,98084
1977,100129
1978,102515
1979,105079
1980,107402
1981,109840
1982,111879
1983,113863
1984,116001
1985,118247
1986,120396
1987,122833
1988,124322
1989,126757
1990,130024
1991,133176
1992,135656
1993,138581
1994,141797
1995,146079
1996,148856
1997,151445
1998,154622
1999,158526
2000,162475
2001,165320
2002,167475
2003,172635
2004,175453
2005,179761
2006,184598
2007,187852
2008,192421
2009,197025
2010,202470
2011,206440
2012,207714
2013,206082
2014,204833
2015,199087
2016,203227
2017,209152
2018,214277
2019,219195
2020,225927
2021,234821
1950,117340
1951,119126
1952,121097
1953,123150
1954,125235
1955,127326
1956,129522
1957,131656
1958,133919
1959,136269
1960,138592
1961,141033
1962,143562
1963,146035
1964,148788
1965,151576
1966,154604
1967,158020
1968,161798
1969,166480
1970,171543
1971,176822
1972,187605
1973,191994
1974,195762
1975,199644
1976,203257
1977,206160
1978,208683
1979,211847
1980,217620
1981,204593
1982,211774
1983,242338
1984,252069
1985,245491
1986,251683
1987,268119
1988,282941
1989,295495
1990,306747
1991,311778
1992,335767
1993,349143
1994,343172
1995,354899
1996,381462
1997,390282
1998,402606
1999,412518
2000,424082
2001,436167
2002,444184
2003,456819
2004,480865
2005,503107
2006,517021
2007,533450
2008,545645
2009,562333
2010,579936
2011,595079
2012,612411
2013,626171
2014,643412
2015,656908
2016,662902
2017,675766
2018,691482
2019,713707
2020,729836
2021,744834
1950,246224
1951,250726
1952,254636
1953,259256
1954,264056
1955,269292
1956,275533
1957,278793
1958,281800
1959,284956
1960,287709
1961,290025
1962,291387
1963,292373
1964,292318
1965,291615
1966,290487
1967,288937
1968,287785
1969,285666
1970,282941
1971,280346
1972,278787
1973,276642
1974,273762
1975,271449
1976,269745
1977,268710
1978,268257
1979,267651
1980,267540
1981,268137
1982,269040
1983,271222
1984,274571
1985,277912
1986,282207
1987,286598
1988,290490
1989,294089
1990,296162
1991,296578
1992,290046
1993,286979
1994,282997
1995,276087
1996,270938
1997,264229
1998,257793
1999,250716
2000,244983
2001,243015
2002,241091
2003,234636
2004,230212
2005,229074
2006,230846
2007,235781
2008,240764
2009,243308
2010,243439
2011,242097
2012,240081
2013,239570
2014,239204
2015,235699
2016,228821
2017,221468
2018,221872
2019,224350
2020,227821
2021,229116
1950,22350730
1951,22197814
1952,25480190
1953,24151010
1954,25426946
1955,25708734
1956,24379882
1957,27011624
1958,24301954
1959,20457256
1960,19490632
1961,17152672
1962,26932558
1963,33567340
1964,30215170
1965,30282564
1966,29388140
1967,27588922
1968,31678218
1969,30923150
1970,31541150
1971,29749960
1972,28553438
1973,27608340
1974,25654252
1975,22960536
1976,21882372
1977,20207974
1978,20144422
1979,21194208
1980,21891114
1981,22796182
1982,24611652
1983,21818526
1984,22980372
1985,24192240
1986,26128158
1987,27628408
1988,26390996
1989,27195686
1990,28202492
1991,22736392
1992,21083902
1993,20132480
1994,19397588
1995,18826920
1996,18083906
1997,17482506
1998,16978996
1999,16689598
2000,17394900
2001,16472561
2002,16315491
2003,16210272
2004,16482670
2005,16663107
2006,16933400
2007,17286420
2008,17787572
2009,18085284
2010,17941968
2011,17826962
2012,19235424
2013,18255844
2014,18711604
2015,17446888
2016,18283156
2017,18427644
2018,15504679
2019,14633834
2020,12243398
2021,10881567
1950,551064
1951,565988
1952,583360
1953,600964
1954,618002
1955,635597
1956,653149
1957,671025
1958,688958
1959,705451
1960,722255
1961,738333
1962,752124
1963,763408
1964,772893
1965,776098
1966,776398
1967,774512
1968,769229
1969,762378
1970,756293
1971,751603
1972,747867
1973,749007
1974,752841
1975,761181
1976,772338
1977,783971
1978,796756
1979,811077
1980,819818
1981,829626
1982,837994
1983,842011
1984,849133
1985,855217
1986,861901
1987,868789
1988,876126
1989,884747
1990,892755
1991,899439
1992,901828
1993,903555
1994,901290
1995,897429
1996,892339
1997,885195
1998,879217
1999,874245
2000,867516
2001,859788
2002,850588
2003,839623
2004,827013
2005,813688
2006,799623
2007,787414
2008,776110
2009,765905
2010,758072
2011,752881
2012,748734
2013,744381
2014,739615
2015,734664
2016,730565
2017,726008
2018,727649
2019,733940
2020,733491
2021,730203
1950,7140
1951,7366
1952,7678
1953,7965
1954,8221
1955,8449
1956,8636
1957,8805
1958,8985
1959,9157
1960,9320
1961,9477
1962,9624
1963,9762
1964,9904
1965,10040
1966,10185
1967,10342
1968,10553
1969,10781
1970,11036
1971,11342
1972,11656
1973,12008
1974,12368
1975,12742
1976,13153
1977,13564
1978,14019
1979,14518
1980,14966
1981,15421
1982,15809
1983,16124
1984,16439
1985,16733
1986,17046
1987,17334
1988,17635
1989,17897
1990,18129
1991,18329
1992,18456
1993,18501
1994,18470
1995,18636
1996,18839
1997,18993
1998,19164
1999,19289
2000,19317
2001,19488
2002,19614
2003,19734
2004,20142
2005,20506
2006,20783
2007,21064
2008,21408
2009,21853
2010,22298
2011,22716
2012,22904
2013,23108
2014,23320
2015,23498
2016,23717
2017,23911
2018,24003
2019,24092
2020,24128
2021,24180
1950,37503
1951,38232
1952,38933
1953,39681
1954,40377
1955,41224
1956,42099
1957,42935
1958,43929
1959,44868
1960,45780
1961,46822
1962,47921
1963,49374
1964,50830
1965,52485
1966,54134
1967,55796
1968,57650
1969,59474
1970,61414
1971,63623
1972,65792
1973,67531
1974,69390
1975,71184
1976,72300
1977,73433
1978,74316
1979,75240
1980,76169
1981,77347
1982,78612
1983,80045
1984,81414
1985,83189
1986,85089
1987,87051
1988,88941
1989,90854
1990,92691
1991,94902
1992,97394
1993,99506
1994,102251
1995,104633
1996,107657
1997,110479
1998,111343
1999,113712
2000,114981
2001,122462
2002,125401
2003,127161
2004,132084
2005,136536
2006,142379
2007,148481
2008,156305
2009,161996
2010,172311
2011,175194
2012,177311
2013,176662
2014,176057
2015,175788
2016,175075
2017,175642
2018,176098
2019,176563
2020,177736
2021,179193
1950,650
1951,683
1952,695
1953,702
1954,709
1955,717
1956,727
1957,743
1958,765
1959,787
1960,802
1961,816
1962,823
1963,825
1964,824
1965,807
1966,787
1967,772
1968,773
1969,771
1970,766
1971,760
1972,737
1973,686
1974,626
1975,567
1976,514
1977,474
1978,480
1979,486
1980,491
1981,486
1982,482
1983,481
1984,477
1985,472
1986,464
1987,467
1988,485
1989,505
1990,528
1991,544
1992,552
1993,553
1994,544
1995,530
1996,508
1997,484
1998,449
1999,415
2000,383
2001,349
2002,321
2003,316
2004,310
2005,307
2006,303
2007,298
2008,307
2009,316
2010,326
2011,335
2012,338
2013,329
2014,320
2015,312
2016,306
2017,298
2018,291
2019,285
2020,280
2021,277
1950,42685
1951,44495
1952,46297
1953,48103
1954,49850
1955,51615
1956,53450
1957,55625
1958,57781
1959,59743
1960,61420
1961,62802
1962,63780
1963,64353
1964,64519
1965,64271
1966,63722
1967,62938
1968,60934
1969,61080
1970,60536
1971,60250
1972,60091
1973,60426
1974,61581
1975,62852
1976,64703
1977,66653
1978,68798
1979,71385
1980,72930
1981,74931
1982,77107
1983,79366
1984,81505
1985,83520
1986,84400
1987,84651
1988,84755
1989,84495
1990,84326
1991,83530
1992,82873
1993,82525
1994,82052
1995,81426
1996,80447
1997,80215
1998,78828
1999,79038
2000,78601
2001,77320
2002,74600
2003,73877
2004,73199
2005,73269
2006,73483
2007,74650
2008,76036
2009,75380
2010,74096
2011,73774
2012,73305
2013,72281
2014,71914
2015,71053
2016,69914
2017,69512
2018,68327
2019,65281
2020,62230
2021,61176
1950,149555
1951,154394
1952,158973
1953,163727
1954,168457
1955,173091
1956,178096
1957,183227
1958,188662
1959,194224
1960,202331
1961,209602
1962,217505
1963,225736
1964,234089
1965,242364
1966,250979
1967,259907
1968,269030
1969,278200
1970,287956
1971,299289
1972,311398
1973,325428
1974,339632
1975,353547
1976,367902
1977,389104
1978,404239
1979,422525
1980,438295
1981,451523
1982,463091
1983,473315
1984,481438
1985,487265
1986,493202
1987,497538
1988,507401
1989,538541
1990,555526
1991,572946
1992,589294
1993,603631
1994,618190
1995,642175
1996,662693
1997,688578
1998,715742
1999,736555
2000,753411
2001,763945
2002,771830
2003,781512
2004,785439
2005,791706
2006,796010
2007,800286
2008,805923
2009,812862
2010,822544
2011,831854
2012,833494
2013,837257
2014,842107
2015,856654
2016,871185
2017,891616
2018,892790
2019,903861
2020,917205
2021,932943
1950,92524
1951,88284
1952,88995
1953,89107
1954,89248
1955,88250
1956,85782
1957,82157
1958,79302
1959,78345
1960,77229
1961,76117
1962,74574
1963,72820
1964,71997
1965,72512
1966,71702
1967,69055
1968,66836
1969,64864
1970,64182
1971,66298
1972,68009
1973,68858
1974,68767
1975,68649
1976,68624
1977,69185
1978,69590
1979,69428
1980,69072
1981,68897
1982,68311
1983,67642
1984,66784
1985,65168
1986,63128
1987,61778
1988,60012
1989,57348
1990,56765
1991,53498
1992,48539
1993,49277
1994,50988
1995,54208
1996,56561
1997,57510
1998,49338
1999,46840
2000,45393
2001,44567
2002,43316
2003,42607
2004,42998
2005,44700
2006,43551
2007,43830
2008,45414
2009,45999
2010,44589
2011,42436
2012,42523
2013,40653
2014,39853
2015,37817
2016,37675
2017,37027
2018,37421
2019,36700
2020,35757
2021,34733
1950,189637
1951,189472
1952,192647
1953,196364
1954,200326
1955,203999
1956,207983
1957,212054
1958,217082
1959,226703
1960,237890
1961,249324
1962,261670
1963,273084
1964,274939
1965,274563
1966,273478
1967,272358
1968,271356
1969,269510
1970,266444
1971,262522
1972,257193
1973,245859
1974,229578
1975,208839
1976,187906
1977,168243
1978,146858
1979,141434
1980,134672
1981,134542
1982,156201
1983,163507
1984,165571
1985,168226
1986,171601
1987,178894
1988,186967
1989,186923
1990,185884
1991,171859
1992,161616
1993,153501
1994,147920
1995,146309
1996,140447
1997,149583
1998,148572
1999,147296
2000,140373
2001,135672
2002,137103
2003,132570
2004,123853
2005,117483
2006,109790
2007,111832
2008,122260
2009,129809
2010,129069
2011,133055
2012,126643
2013,126008
2014,123133
2015,124508
2016,117455
2017,115495
2018,117309
2019,110404
2020,105616
2021,100445
1950,3514
1951,3683
1952,3854
1953,4001
1954,4121
1955,4213
1956,4276
1957,4312
1958,4320
1959,4309
1960,4284
1961,4209
1962,4152
1963,4109
1964,4074
1965,4047
1966,4017
1967,3969
1968,3905
1969,3819
1970,3718
1971,3610
1972,3509
1973,3429
1974,3354
1975,3299
1976,3268
1977,3253
1978,3245
1979,3244
1980,3245
1981,3252
1982,3266
1983,3275
1984,3286
1985,3296
1986,3300
1987,3293
1988,3269
1989,3228
1990,3166
1991,3083
1992,2980
1993,2852
1994,2730
1995,2614
1996,2504
1997,2410
1998,2332
1999,2261
2000,2194
2001,2138
2002,2115
2003,2120
2004,2133
2005,2150
2006,2178
2007,2195
2008,2205
2009,2202
2010,2206
2011,2120
2012,2242
2013,2182
2014,2108
2015,2023
2016,1835
2017,1662
2018,1809
2019,2304
2020,2138
2021,2167
1950,14548
1951,14434
1952,13331
1953,13440
1954,13858
1955,13846
1956,13946
1957,14250
1958,14520
1959,14735
1960,14929
1961,15586
1962,15278
1963,15330
1964,15058
1965,15385
1966,15290
1967,15202
1968,15178
1969,15016
1970,14679
1971,14883
1972,14976
1973,12260
1974,11971
1975,11131
1976,12510
1977,11484
1978,11751
1979,12390
1980,13598
1981,12854
1982,14872
1983,15149
1984,15329
1985,14863
1986,15065
1987,14730
1988,15363
1989,14829
1990,15171
1991,14881
1992,15845
1993,14615
1994,14239
1995,13499
1996,13154
1997,12708
1998,12292
1999,11909
2000,11923
2001,11677
2002,11494
2003,11872
2004,12258
2005,12244
2006,12846
2007,12619
2008,13219
2009,13579
2010,13536
2011,13143
2012,13577
2013,12912
2014,13114
2015,13282
2016,13652
2017,13257
2018,13189
2019,13237
2020,13081
2021,12820
1950,187993
1951,184724
1952,179189
1953,171684
1954,167609
1955,164949
1956,161654
1957,154613
1958,141203
1959,128891
1960,127265
1961,129406
1962,132023
1963,145871
1964,151254
1965,145600
1966,140157
1967,137030
1968,136189
1969,141737
1970,147709
1971,155205
1972,165099
1973,183017
1974,195555
1975,193140
1976,188387
1977,182438
1978,178288
1979,170066
1980,152033
1981,143052
1982,140771
1983,137328
1984,136306
1985,134417
1986,131496
1987,130151
1988,130264
1989,127568
1990,129712
1991,128726
1992,121832
1993,120189
1994,106508
1995,95985
